example_id,split_0,split_1,split_2,split_3,split_4
913,valid,train,train,train,train
2231,valid,train,train,train,train
6075,train,train,valid,train,train
380,train,train,train,valid,train
3154,valid,train,train,train,train
7271,train,train,train,valid,train
6217,valid,train,train,train,train
5150,valid,train,train,train,train
9163,train,train,train,valid,train
9491,train,train,valid,train,train
3939,train,train,train,valid,train
3493,train,train,train,train,valid
9748,train,train,train,train,valid
8538,train,train,train,valid,train
8536,train,train,train,train,valid
5255,train,valid,train,train,train
3753,train,train,valid,train,train
8958,train,train,valid,train,train
8441,train,train,train,train,valid
4099,train,train,train,train,valid
8866,train,valid,train,train,train
9804,train,train,train,valid,train
7305,train,train,train,valid,train
650,train,train,train,train,valid
3993,train,train,train,valid,train
927,train,train,train,valid,train
1176,train,train,train,train,valid
2272,train,valid,train,train,train
3729,train,train,train,valid,train
5981,train,train,train,valid,train
862,valid,train,train,train,train
5912,train,train,valid,train,train
4458,train,valid,train,train,train
1864,train,train,valid,train,train
4855,valid,train,train,train,train
4094,train,train,valid,train,train
8131,train,valid,train,train,train
6512,train,train,train,train,valid
6835,train,valid,train,train,train
4879,valid,train,train,train,train
2615,valid,train,train,train,train
9392,train,train,valid,train,train
8929,valid,train,train,train,train
3504,train,train,valid,train,train
8712,train,train,train,train,valid
6038,train,train,valid,train,train
2788,train,valid,train,train,train
3291,train,train,train,train,valid
3941,train,valid,train,train,train
2758,valid,train,train,train,train
8494,valid,train,train,train,train
7913,train,train,train,valid,train
3607,train,train,train,train,valid
6926,train,train,train,valid,train
5405,train,train,train,train,valid
2908,train,train,train,valid,train
3215,train,train,train,train,valid
2144,train,train,train,train,valid
5780,train,valid,train,train,train
7898,train,train,valid,train,train
9376,train,train,valid,train,train
6953,train,valid,train,train,train
6841,train,train,valid,train,train
6855,train,valid,train,train,train
8250,train,train,train,train,valid
3566,valid,train,train,train,train
7662,train,train,train,train,valid
7242,train,train,valid,train,train
9997,train,train,train,valid,train
4418,train,valid,train,train,train
3422,train,train,valid,train,train
5838,train,train,valid,train,train
200,train,train,train,valid,train
5285,valid,train,train,train,train
2372,train,train,train,valid,train
7249,valid,train,train,train,train
9837,train,train,train,valid,train
784,train,train,train,train,valid
286,train,train,train,train,valid
1937,train,train,train,train,valid
3785,train,train,train,train,valid
8139,train,train,train,train,valid
6992,train,train,train,train,valid
7941,train,train,train,valid,train
316,valid,train,train,train,train
1453,train,train,valid,train,train
6144,train,valid,train,train,train
6027,train,train,valid,train,train
9262,train,train,valid,train,train
4199,valid,train,train,train,train
4026,train,train,train,train,valid
5768,train,train,train,valid,train
968,valid,train,train,train,train
9910,train,train,train,valid,train
152,train,train,train,valid,train
6728,valid,train,train,train,train
3101,valid,train,train,train,train
5294,train,train,train,valid,train
6143,valid,train,train,train,train
1183,train,train,valid,train,train
8009,train,train,valid,train,train
5721,train,valid,train,train,train
1394,train,valid,train,train,train
1656,train,train,train,train,valid
1840,valid,train,train,train,train
1039,train,valid,train,train,train
9741,train,train,valid,train,train
7868,train,train,train,train,valid
8569,train,valid,train,train,train
3957,train,train,train,valid,train
6983,train,valid,train,train,train
8172,train,train,valid,train,train
5164,train,train,valid,train,train
2802,train,train,train,valid,train
6627,train,train,train,valid,train
2530,train,valid,train,train,train
7970,train,train,train,valid,train
1557,train,train,train,train,valid
5372,train,valid,train,train,train
4721,train,train,valid,train,train
3050,train,train,train,train,valid
591,train,valid,train,train,train
8843,train,train,valid,train,train
5312,train,train,train,train,valid
8725,train,train,valid,train,train
6395,train,train,train,valid,train
278,train,train,train,train,valid
9541,valid,train,train,train,train
7423,train,train,valid,train,train
5509,train,valid,train,train,train
7285,train,train,train,train,valid
2605,train,valid,train,train,train
1527,train,train,valid,train,train
6928,train,train,train,valid,train
4984,train,train,train,train,valid
8252,train,valid,train,train,train
7549,train,train,train,valid,train
436,train,train,train,valid,train
4778,valid,train,train,train,train
6096,train,train,valid,train,train
9000,train,train,train,valid,train
5501,train,train,train,train,valid
2342,train,train,train,valid,train
9410,valid,train,train,train,train
5611,valid,train,train,train,train
5619,train,valid,train,train,train
899,valid,train,train,train,train
5794,valid,train,train,train,train
7264,train,train,valid,train,train
5058,train,train,train,valid,train
9400,train,train,train,valid,train
9847,train,train,train,train,valid
2010,train,valid,train,train,train
852,train,train,valid,train,train
4449,train,valid,train,train,train
5541,train,train,train,train,valid
6700,train,train,valid,train,train
1481,train,train,train,valid,train
7020,train,train,valid,train,train
8436,valid,train,train,train,train
2190,train,train,train,train,valid
7712,train,train,train,train,valid
558,train,valid,train,train,train
2466,train,train,valid,train,train
9235,train,valid,train,train,train
8971,valid,train,train,train,train
9892,train,train,train,valid,train
9346,train,train,train,valid,train
6929,train,valid,train,train,train
1910,valid,train,train,train,train
820,train,train,train,valid,train
869,train,valid,train,train,train
5120,train,train,train,train,valid
3863,train,train,valid,train,train
8809,train,train,train,train,valid
5065,valid,train,train,train,train
272,valid,train,train,train,train
4568,train,train,train,train,valid
6269,train,valid,train,train,train
8549,train,train,train,train,valid
301,train,train,valid,train,train
2878,valid,train,train,train,train
9283,train,train,train,valid,train
5,train,train,train,train,valid
6817,train,train,valid,train,train
8705,train,train,train,train,valid
1026,train,train,train,valid,train
9260,train,train,valid,train,train
2099,train,train,train,train,valid
9767,train,train,valid,train,train
9918,train,valid,train,train,train
7132,train,train,train,valid,train
368,train,train,valid,train,train
6995,train,valid,train,train,train
2666,valid,train,train,train,train
3806,valid,train,train,train,train
8287,train,valid,train,train,train
7009,train,train,train,valid,train
3756,valid,train,train,train,train
3639,valid,train,train,train,train
4745,train,train,train,valid,train
1956,valid,train,train,train,train
4159,train,train,valid,train,train
9984,train,valid,train,train,train
3004,valid,train,train,train,train
5323,train,train,valid,train,train
2242,train,train,train,train,valid
1509,valid,train,train,train,train
5422,train,valid,train,train,train
7609,valid,train,train,train,train
958,valid,train,train,train,train
4459,train,valid,train,train,train
8467,train,valid,train,train,train
5873,train,train,train,train,valid
6447,valid,train,train,train,train
2422,valid,train,train,train,train
3323,train,train,train,train,valid
9734,train,train,valid,train,train
3761,train,valid,train,train,train
2287,train,train,train,valid,train
8070,train,train,train,valid,train
8036,train,valid,train,train,train
5062,train,train,train,train,valid
7881,train,train,train,valid,train
467,train,train,valid,train,train
299,train,train,valid,train,train
6717,valid,train,train,train,train
1926,train,train,valid,train,train
879,train,train,train,train,valid
81,valid,train,train,train,train
4623,valid,train,train,train,train
8483,train,train,valid,train,train
2637,train,train,train,train,valid
4427,train,train,train,valid,train
6367,train,train,valid,train,train
5967,valid,train,train,train,train
5446,train,valid,train,train,train
1476,train,train,valid,train,train
7511,train,train,train,train,valid
8812,train,valid,train,train,train
2609,train,train,train,train,valid
3787,train,train,valid,train,train
6330,train,train,train,valid,train
9727,valid,train,train,train,train
2183,train,train,train,valid,train
2590,train,train,train,train,valid
8581,train,train,valid,train,train
3412,train,train,train,train,valid
2096,train,train,train,train,valid
5361,train,train,valid,train,train
